ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_1026,Y,一人在朝，百人缓带,ZH,缓带：宽束衣带。形容悠闲自在。指如果有一个人在朝廷做官，亲朋好友便能过上安逸的生活。比喻一人做了大官，许多与之有关系的人都能得益享福。,"""Huǎndài"" means loosely belted clothing, suggesting leisure and comfort. If one person holds office at court, relatives and friends can live comfortably. When one person becomes a high official, many associated with them benefit and enjoy good fortune.",Social Military Politics,
ZH_1027,Y,一人之下，万人之上,ZH,一人：指天子。万人：指百官。意谓地位高高在上权势显赫的大臣。,"""Yīrén"" refers to the emperor; ""wànrén"" refers to all officials. Describes a minister of supreme status and immense power — below one but above ten thousand.",Social Military Politics,
ZH_1028,Y,一日动干戈，十年不太平,ZH,一且打起仗来，社会秩序就会长时间混乱不堪。,"Once war breaks out, social order will be chaotic for a long time.",Social Military Politics,
ZH_1029,Y,一日官司十日打,ZH,指一旦打起官司，短时间内很难了结。比喻一天能做完的事，却拖着干了很长时间。,"Once a lawsuit begins, it is difficult to resolve quickly. Something that could be done in one day gets dragged out over a long period.",Social Military Politics,
ZH_1030,Y,一日为官，强似干载为民,ZH,古时指当官的享有特权，生活富裕，还搜刮民脂民膏官，比当一辈子的老百姓都强。,"In ancient times, officials enjoyed special privileges, lived in luxury, and also squeezed the common people — being an official for even a short time was better than being a commoner for a lifetime.",Social Military Politics,
ZH_1031,Y,一日纵敌，数世之患,ZH,"指一旦放纵了敌人 ,就会为后代人带来祸患，比喻一旦放走了敌人，将会后患无穷。","Once an enemy is set free, it brings disaster to future generations. Releasing an enemy leads to endless future troubles.",Social Military Politics,
ZH_1032,Y,一日纵敌，万世之患,ZH,指一旦对敌人放纵，就会给后代子孙留下祸患。,"Once an enemy is let go, it leaves behind calamities for descendants.",Social Military Politics,
ZH_1033,Y,一山不藏二虎,ZH,比喻同一个地方容纳不下两个强者。,A metaphor meaning one place cannot accommodate two powerful rivals.,Social Military Politics,
ZH_1034,Y,一时之胜在于力，千古之胜在于理,ZH,指依靠力量只能获取一时的胜利，凭借真理才能得到永久的胜利。,Relying on force only wins temporary victories; relying on truth wins permanent ones.,Social Military Politics,
ZH_1035,Y,一事到官，十室牵缠；一人入狱，一家尽哭,ZH,指一家官司，牵连很多家邻舍；一人犯法，搅得全家不安宁。古时指打官司造成的后果很严重。,"One family's lawsuit implicates many neighboring families; one person's crime disturbs the entire household. In ancient times, the consequences of lawsuits were extremely severe.",Social Military Politics,
ZH_1036,Y,一世为官三世累,ZH,一代人当官，会连累几代后人。指做官的人必须视做官为畏途，小心谨慎，公正廉明，以免累及后代。,"One generation's official career can burden several generations of descendants. Officials must regard their position with caution, acting carefully and with integrity to avoid bringing harm to their descendants.",Social Military Politics,
ZH_1037,Y,一手遮不了天,ZH,比喻一个人势力再强大，也不能欺压所有的人。,"No matter how powerful one person is, they cannot bully everyone.",Social Military Politics,
ZH_1038,Y,一岁主，百岁奴,ZH,主子即便年幼也是主子，奴仆即便年老也是奴仆。意谓身份地位很难改变。,"A master, even if young, is still the master; a servant, even if old, is still a servant. Status and identity are very difficult to change.",Social Military Politics,
ZH_1039,Y,一碗凉水看到底,ZH,喻指心怀偏见而评价他人。,A metaphor for evaluating others with a prejudiced mind.,Social Military Politics,
ZH_1040,Y,一言兴邦 ，一言丧邦,ZH,一句话决定到一个国家的兴亡，意思是关键人物的话非常重要，要谨慎。,A single sentence can determine the rise or fall of a nation — meaning the words of key figures are extremely important and must be spoken with great caution.,Social Military Politics,
ZH_1041,Y,一叶蔽目，不见泰山,ZH,指如果一片树叶遮住了眼睛，泰山近在眼前也看不到。比喻由于个别小事所蒙蔽而看不清事物的整体。换句话说，如果被个别的局部现象所迷惑，就看不到整体和全局。,"If one leaf blocks the eye, one cannot see Mount Tai even right before one's face. Being blinded by minor details prevents one from seeing the whole picture. If one is misled by isolated, partial phenomena, one cannot perceive the overall situation.",Social Military Politics,
ZH_1042,Y,一叶落知天下秋,ZH,指看见一片树叶落下来，就知道秋天将要来临。比喻从事物的细微变化迹象中，就可推知其发展的趋势和结果。,"Seeing one leaf fall, one knows autumn is approaching. From subtle signs of change in things, one can predict their developmental trends and outcomes.",Social Military Politics,
ZH_1043,Y,一症配一药，跳蚤无涎捉不着,ZH,涎：口水。什么病就得用什么药来医治，手上没有口水是捉不着跳蚤的。比喻针对不同的人就要采用不同的方法来应付。,"""Xián"" means saliva. Every illness requires its own specific medicine; without saliva on one's fingers, one cannot catch fleas. Different people require different methods of handling.",Social Military Politics,
ZH_1044,Y,一枝一叶总关情,ZH,对每一根枝条、每一片叶子都给予关注。意指关心人民的疾苦细致入微，或观察事物全面周到。,"Paying attention to every branch and every leaf. Caring for the people's hardships with meticulous detail, or observing things comprehensively and thoroughly.",Social Military Politics,
ZH_1045,Y,一只碗不响，两只碗叮当,ZH,比喻一个人不会吵架，两个人才会吵架。也比喻冲突是由双方引发的，不会只有一方有责任。,A metaphor meaning one person alone cannot quarrel — it takes two to fight. Conflicts are caused by both parties; responsibility cannot lie with only one side.,Social Military Politics,
ZH_1046,Y,一正敌千邪,ZH,指正义在身就可以抵御或制服干倍的邪恶。比喻正气可以退避各种邪气。,"With justice on one's side, one can resist or subdue a thousandfold evil. Righteousness can repel all forms of wickedness.",Social Military Politics,
ZH_1047,Y,一子出家，九祖升天,ZH,子孙中有一人出家修道，众多祖宗都可以升天成仙。意指一人得势，全家跟着沾光。,"If one descendant becomes a monk and cultivates the Way, all ancestors can ascend to heaven and become immortals. When one person gains power, the whole family benefits.",Social Military Politics,
ZH_1048,Y,一子受皇恩，全家食天禄,ZH,指一个人当了官，全家都享用朝廷的俸禄。,"When one person becomes an official, the entire family enjoys the court's salary.",Social Military Politics,
ZH_1049,Y,一字入公门，九牛拔不出,ZH,公门：官府衙门。指诉讼状子一旦送到官府衙门手中，想要回或更改一个字都办不到了。比喻写诉讼状子要特别谨慎小心。,"""Gōngmén"" means the government office. Once a lawsuit petition enters official hands, not a single character can be retrieved or altered. Writing legal documents requires extreme care and caution.",Social Military Politics,
ZH_1050,Y,依了佛法饿杀，依了王法打杀,ZH,古时认为，如果处处按着佛法办事，只会挨饿；如果处处按着官法办事，只会挨打。指为人处世要灵活多变，不要墨守成规。,"In ancient times, it was believed that following Buddhist law completely would lead to starvation, and following official law completely would lead to beatings. One must be flexible in dealing with the world and not rigidly adhere to rules.",Social Military Politics,
ZH_1051,Y,医得眼前疮，剜却心头肉,ZH,比喻不顾一切地排除眼前的困难。,"A metaphor for removing immediate obstacles at all costs, regardless of consequences.",Social Military Politics,
ZH_1052,Y,疑人莫用，用人莫疑,ZH,有嫌疑的人就不任用；已经任用的人就不要怀疑他。指用人要坦诚相待，贵在诚信。,Do not employ those you suspect; do not suspect those you have employed. Trust those you use — the key is sincerity and good faith.,Social Military Politics,
ZH_1053,Y,以狼牧羊，何能长久,ZH,指用狼来放羊，羊怎么能生存？比喻让恶人来主事，其结果可想而知，必定更加危险。,Using a wolf to tend sheep — how can the sheep survive? Letting evil people take charge will predictably make things even more dangerous.,Social Military Politics,
ZH_1054,Y,以毒攻毒，以火攻火,ZH,攻：治。比喻要用与对方相同的厉害手段或办法来对付对方。,"""Gōng"" means to treat or counter. Using the same powerful methods or approaches as the opponent to deal with them — fighting fire with fire.",Social Military Politics,
ZH_1055,Y,以利相交者，利竭而疏,ZH,"为利益而结交的人,一旦失去了利益就娈得疏远了。",Those who form connections based on profit will grow distant once the profit disappears.,Social Military Politics,
ZH_1056,Y,以小人之心，度君子之腹,ZH,比喻用狭隘、卑劣的心理去度量高尚者的胸怀。,"A metaphor for using a narrow, base mentality to measure the breadth of a noble person's character.",Social Military Politics,
